geneID	mT19_11-3-1-1	mT19_11-3-1-2	mT19_11-3-2-1	mT19_11-3-2-2	mT19_11-3-3-1	mT19_11-3-3-2	mT19_12-4-1-1	mT19_12-4-1-2	mT19_12-4-2-1	mT19_12-4-2-2	mT19_12-4-3-1	mT19_12-4-3-2	mT19_6-15-1-1	mT19_6-15-1-2	mT19_6-15-2-1	mT19_6-15-2-2	mT19_6-15-3-1	mT19_6-15-3-2	mT19_7-23-1-1	mT19_7-23-1-2	mT19_7-23-2-1	mT19_7-23-2-2	mT19_7-23-3-1	mT19_7-23-3-2	mT19_9-10-1-1	mT19_9-10-1-2	mT19_9-10-2-1	mT19_9-10-2-2	mT19_9-10-3-1	mT19_9-10-3-2	mT19_9-29-1-1	mT19_9-29-1-2	mT19_9-29-2-1	mT19_9-29-2-2	mT19_9-29-3-1	mT19_9-29-3-2
O53_436_O53_436	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_5147_trkA	32.41	41.75	17.94	22.92	22.38	19.19	85.03	74.43	36.89	41.59	36.67	39.02	23.31	12.82	17.93	24.35	55.95	65.35	14.90	20.04	14.43	16.58	27.94	22.67	24.29	26.50	17.95	19.23	46.65	38.95	22.35	24.36	23.48	26.62	25.45	27.72
O53_1912_mreD	138.44	153.80	120.83	111.55	151.69	142.32	190.23	162.78	143.98	127.31	112.16	130.72	135.32	38.95	50.13	154.03	114.29	117.14	48.65	79.24	58.62	62.75	94.75	68.57	98.44	102.86	87.40	72.05	121.35	80.77	124.93	111.83	113.65	103.45	84.79	85.44
O53_2365_O53_2365	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.41	8.05	0.00	0.00	0.00	0.00	12.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.69	0.00	0.00	0.00	0.00	0.00	0.00
O53_1285_O53_1285	0.00	59.22	0.00	92.31	29.62	33.54	143.69	21.13	0.00	306.32	156.32	68.62	70.95	98.44	171.01	39.31	35.66	0.00	0.00	0.00	108.67	31.98	87.64	80.45	80.02	0.00	0.00	93.11	0.00	0.00	0.00	0.00	81.72	57.16	20.75	0.00
O53_2226_O53_2226	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_5335_O53_5335	5.94	6.62	6.31	8.53	8.53	12.16	7.40	6.66	3.79	4.06	3.95	4.53	18.19	14.14	13.59	12.77	8.72	11.30	2.87	5.34	5.18	6.92	6.78	5.32	9.79	8.64	5.83	5.46	10.40	6.89	6.05	5.36	8.71	7.52	11.12	10.04
O53_1147_aerN	18.71	20.10	10.01	10.33	17.42	18.08	16.91	14.21	14.69	8.98	14.38	14.36	15.62	11.13	15.92	11.20	7.06	14.41	4.99	3.07	2.45	5.02	7.17	4.87	5.00	3.73	5.19	5.39	4.94	3.96	6.01	3.23	4.70	3.46	7.26	6.90
O53_2732_plsY	13.84	11.49	15.74	9.93	24.81	37.34	44.22	30.77	37.06	27.63	41.88	53.47	33.73	38.74	44.49	28.63	18.82	45.63	12.01	10.44	11.21	16.24	13.73	10.90	7.03	6.48	10.35	10.66	11.26	7.39	3.46	2.42	7.12	4.91	13.15	20.21
O53_1453_O53_1453	94.80	79.63	67.21	59.54	89.19	75.31	70.83	69.26	67.96	62.22	61.66	61.89	86.85	34.75	39.28	89.70	30.40	66.88	37.76	62.29	41.30	60.36	63.24	51.11	74.30	74.94	63.15	67.05	62.89	40.44	38.81	38.29	39.84	36.51	32.83	41.18
O53_4081_O53_4081	12.44	12.53	10.65	13.98	13.53	14.92	30.02	32.56	28.52	26.37	34.14	34.22	39.10	47.93	58.84	39.29	52.90	48.36	14.33	22.09	10.13	17.17	13.42	12.27	2.28	4.45	8.82	17.09	16.57	12.86	7.30	3.80	14.84	7.29	25.66	41.14
O53_1232_O53_1232	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3733_O53_3733	68.57	82.40	71.53	91.31	66.78	74.42	115.39	156.69	93.18	90.83	85.66	66.90	54.97	25.43	28.95	56.10	35.08	76.60	65.72	38.16	38.51	31.94	65.98	57.49	133.26	129.96	70.23	100.82	47.34	55.67	61.96	32.50	27.20	51.35	31.74	43.86
O53_2613_O53_2613	5.49	5.16	5.57	5.32	4.50	4.46	9.32	7.95	4.48	4.59	4.42	4.73	5.48	4.75	6.40	5.41	1.75	3.08	4.41	5.80	3.32	3.76	4.45	3.98	5.91	6.31	3.91	5.55	4.94	4.33	4.45	4.41	3.42	3.05	2.87	3.11
O53_1250_queA	179.87	192.47	255.50	260.12	221.52	252.76	268.52	264.48	264.23	258.80	266.33	281.40	239.79	193.42	227.24	293.69	163.67	203.34	128.66	114.02	130.16	125.48	110.53	95.13	106.59	90.42	137.33	141.83	101.18	101.40	89.79	94.11	126.58	94.88	178.78	195.76
O53_5079_cry	7.27	9.67	9.24	9.66	13.23	12.62	11.18	8.82	8.25	7.53	12.94	13.59	17.04	28.41	32.16	14.98	6.66	14.96	7.49	4.94	4.76	3.93	6.63	6.15	8.87	7.89	7.03	6.07	5.27	7.09	4.96	3.42	3.70	2.97	9.15	8.34
O53_2592_O53_2592	20.95	21.50	21.88	26.35	21.95	24.84	23.19	27.28	18.77	14.08	13.39	15.29	39.27	27.03	29.17	24.58	16.27	19.41	16.39	10.18	12.12	13.02	12.29	12.62	16.39	18.88	21.50	15.63	14.20	19.25	10.39	15.66	17.09	9.96	24.48	15.68
O53_2761_alaS	26.84	27.05	22.55	22.76	31.55	30.24	31.68	29.88	25.32	22.16	27.57	28.42	55.74	38.42	54.07	55.63	35.30	31.52	37.79	38.64	32.33	34.77	41.70	36.43	44.99	47.46	29.65	33.23	44.39	31.62	32.15	25.96	30.98	34.07	41.16	48.58
O53_613_O53_613	13.95	7.99	0.00	0.00	0.00	0.00	0.00	9.62	0.00	0.00	0.00	14.61	6.70	116.77	131.43	0.00	6.22	0.00	25.24	0.00	7.79	22.28	16.33	22.94	33.87	6.25	0.00	19.65	25.72	17.81	0.00	0.00	21.03	8.07	0.00	5.47
O53_1236_O53_1236	96.99	96.76	135.91	125.08	162.59	213.33	245.80	205.76	376.69	135.75	444.90	384.38	353.80	267.23	349.27	247.65	216.27	335.37	229.38	185.27	155.01	163.26	199.15	153.42	59.89	65.94	70.64	73.66	123.76	77.87	29.04	18.33	124.92	62.26	241.38	226.88
O53_2152_O53_2152	6.45	7.07	4.43	3.73	3.21	4.73	6.25	6.62	5.12	5.10	5.85	5.35	6.00	6.91	9.76	3.67	2.00	5.11	5.32	2.51	2.20	1.75	4.30	5.11	5.50	3.37	5.42	2.45	5.37	2.51	3.52	2.52	3.70	1.73	3.17	3.96
O53_2750_O53_2750	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3160_ppsA	21.25	43.99	65.29	66.95	72.63	137.12	37.86	38.00	29.29	32.24	27.60	29.07	262.64	227.67	203.82	249.23	130.27	121.72	117.37	81.11	70.26	68.21	95.75	100.13	111.26	114.01	62.79	48.83	73.87	54.87	51.10	45.85	114.94	101.30	310.29	313.50
O53_4217_sipA	0.00	0.00	0.00	0.00	0.00	8.65	2.81	0.00	0.00	0.00	2.75	2.23	12.26	3.73	6.40	12.49	0.00	3.06	2.90	0.00	17.85	0.00	0.00	3.50	0.00	0.00	0.00	5.99	3.38	6.55	14.48	13.78	0.00	0.00	0.00	2.52
O53_2239_psbU	5997.84	5712.45	6298.09	7004.28	5660.54	7457.99	9540.31	10347.16	8991.39	12426.19	11144.98	9089.99	9458.48	2564.96	3538.10	9798.87	6000.92	8524.79	7450.18	6594.85	6433.02	5836.38	6883.55	4881.36	4761.58	4470.72	4866.40	4385.82	4393.33	3959.33	3920.81	3450.16	4866.11	4391.23	8219.29	7934.38
O53_843_O53_843	30.41	24.92	23.18	17.47	15.30	26.76	54.57	48.42	28.06	39.83	27.38	18.96	44.49	20.69	18.20	36.82	59.48	17.02	27.00	22.77	23.02	21.41	33.14	27.98	36.66	36.36	43.72	47.28	45.64	51.44	84.20	74.70	47.71	81.99	55.55	59.47
O53_5291_O53_5291	45.40	31.56	13.53	23.51	9.86	18.90	33.86	19.21	16.02	11.76	6.57	12.20	17.49	12.17	13.79	9.80	3.02	45.02	17.56	0.00	19.20	31.47	19.76	23.83	42.13	27.02	6.39	5.87	15.50	14.78	7.07	9.64	15.18	16.06	8.01	13.02
O53_1224_dnaG	2.80	2.57	1.85	2.31	2.64	3.56	3.87	3.27	4.69	2.13	5.06	5.88	4.83	4.85	9.51	3.26	1.76	4.88	3.28	1.95	2.83	2.52	2.80	3.22	2.96	3.65	2.06	1.67	2.66	2.69	0.41	1.13	1.38	1.65	2.67	4.83
O53_1823_O53_1823	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_5280_O53_5280	0.00	5.28	0.00	3.57	1.49	6.35	0.00	0.00	6.00	0.00	0.99	0.00	0.00	3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.29	0.00	0.00	0.00	0.00	2.65	2.51	1.78	0.00	0.00	0.00	0.00	0.00
O53_3108_metK	2020.87	1953.14	2129.08	2517.35	1806.57	2145.77	1973.33	2040.59	1796.66	1872.77	1584.33	1342.62	2587.39	895.26	865.86	1782.06	2703.06	3200.68	2104.79	1986.35	2267.27	1983.25	2148.39	1640.18	1921.30	1741.22	1590.43	1587.78	2255.02	2188.04	1968.54	1797.11	2211.14	2214.90	2203.07	2085.49
O53_3879_O53_3879	224.27	180.06	130.48	135.58	156.99	150.02	135.23	102.65	96.50	94.94	91.96	81.15	128.86	85.01	95.87	97.46	70.20	118.42	73.24	107.11	43.37	56.34	75.59	45.68	70.10	70.04	67.32	64.94	87.86	41.41	85.16	48.68	54.75	46.82	49.34	52.54
O53_4796_hup	52.69	86.49	42.48	62.88	59.81	84.43	46.97	67.15	54.90	41.38	44.53	56.72	62.29	90.24	121.91	44.61	37.20	68.69	62.64	53.09	42.20	91.08	126.95	60.63	190.15	159.38	102.40	78.15	71.91	83.47	41.40	43.95	46.70	46.00	69.23	81.27
O53_978_O53_978	23.26	27.90	23.77	26.76	35.09	31.90	6.79	5.45	6.26	5.59	3.90	4.02	48.90	33.61	32.44	36.24	26.03	33.14	11.00	17.20	13.18	13.97	18.29	10.36	24.40	21.58	16.82	12.50	21.01	13.67	13.49	13.43	23.31	19.25	29.64	31.03
O53_4513_O53_4513	20.77	27.28	31.10	27.31	53.15	67.31	68.82	59.16	98.09	107.94	107.15	103.88	44.44	27.64	42.06	69.98	29.56	58.80	9.23	10.36	13.55	13.08	12.95	18.70	9.08	13.78	17.45	12.56	12.36	11.68	7.77	3.80	22.52	12.93	32.23	32.42
O53_4762_cobT	9.19	8.38	7.80	3.60	9.34	7.83	15.10	13.03	10.84	12.54	15.74	16.30	17.12	13.91	19.91	14.59	21.68	12.81	9.97	3.76	28.12	33.40	10.65	16.89	16.43	16.47	14.95	17.72	13.90	15.14	8.98	6.82	13.42	10.19	14.76	13.44
O53_5284_O53_5284	46.92	45.51	28.89	18.89	29.26	33.15	31.66	29.57	34.17	39.27	29.45	30.41	25.77	28.07	29.84	24.82	16.28	16.67	40.10	44.40	32.35	17.59	37.67	34.70	38.11	54.43	16.71	22.78	55.85	47.81	26.56	20.09	35.89	27.75	10.81	22.10
O53_226_O53_226	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3811_O53_3811	56.02	69.82	83.16	88.82	90.15	93.77	175.11	184.09	148.89	163.93	151.83	129.85	246.11	105.97	139.96	235.09	321.94	100.65	231.53	190.35	241.74	285.72	231.18	346.23	294.01	268.37	187.11	241.60	316.41	334.30	160.48	196.08	183.75	212.29	356.51	364.59
O53_1906_O53_1906	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	233.82	0.00	0.00	77.06	0.00	0.00	0.00	179.97
O53_4046_O53_4046	35.15	25.14	24.27	19.92	29.37	21.42	51.58	40.06	35.21	30.16	26.95	37.33	25.42	23.57	24.22	29.23	20.03	29.08	7.06	1.34	10.32	7.88	10.19	12.15	12.70	10.14	14.89	14.90	11.17	12.12	9.33	11.32	14.97	12.83	15.74	14.79
O53_5312_O53_5312	30.68	30.04	22.54	20.04	26.83	25.71	76.29	64.01	53.02	56.49	56.11	67.15	31.97	22.87	22.13	16.62	30.33	49.59	11.24	8.88	7.18	10.62	16.71	14.07	14.12	12.59	16.80	11.74	16.50	12.13	12.15	10.85	9.87	9.59	17.42	15.64
O53_5383_fabI	98.31	103.68	101.27	110.89	83.84	87.19	138.64	119.59	98.22	93.18	106.84	94.19	112.59	99.21	90.13	56.40	25.54	55.10	53.19	44.45	45.54	58.61	51.05	35.64	61.14	63.36	59.47	60.64	41.54	37.98	61.90	59.01	39.04	41.47	47.84	51.16
O53_2962_acdS	346.45	321.61	275.53	270.03	273.39	249.07	654.81	625.98	637.30	651.97	654.03	750.44	634.44	250.88	331.75	368.53	308.92	210.84	401.05	386.63	426.70	467.46	310.27	339.41	357.75	391.95	415.03	427.59	412.89	399.67	434.66	481.33	340.83	394.58	485.83	528.93
O53_4292_coxC	164.38	181.15	175.15	200.27	433.85	473.25	301.86	260.81	143.39	152.15	204.50	239.42	152.71	159.82	305.66	506.27	763.58	978.53	126.89	111.42	180.39	172.45	332.24	268.90	282.44	293.36	349.99	250.75	408.70	310.88	149.66	149.56	338.34	345.51	595.72	683.35
O53_1837_O53_1837	11.84	1.98	0.00	9.00	10.02	7.17	6.61	15.48	13.40	9.77	10.39	9.11	4.84	11.53	14.06	17.63	9.97	22.58	9.36	0.00	4.98	30.01	11.15	4.84	0.00	6.00	7.25	15.26	2.02	11.42	4.02	4.34	23.17	10.05	5.64	8.56
O53_568_O53_568	0.00	0.00	44.70	278.22	118.30	204.79	289.02	338.39	0.00	0.00	0.00	665.02	0.00	579.67	170.97	228.37	206.19	935.30	390.37	243.74	220.80	0.00	0.00	436.06	0.00	0.00	0.00	1895.80	841.45	1073.02	965.42	1282.50	396.58	0.00	405.27	506.25
O53_4353_cyaA	30.34	27.78	19.66	18.75	54.87	57.57	102.97	72.67	71.55	47.00	78.31	97.09	100.34	87.73	124.67	82.72	30.80	48.68	47.62	28.63	33.80	48.72	57.17	43.28	79.54	87.03	36.60	42.45	45.19	30.83	32.16	18.71	51.86	32.39	58.08	66.48
O53_4917_O53_4917	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2963_O53_2963	1.31	1.41	0.00	0.28	1.29	2.52	2.06	1.59	0.92	1.38	2.38	3.00	1.40	0.95	3.35	3.60	0.00	1.75	2.51	2.73	0.80	0.25	0.97	2.83	1.28	2.38	0.63	0.96	3.61	2.19	1.14	0.00	2.85	1.82	2.96	6.03
O53_4850_O53_4850	0.76	0.64	0.31	0.48	0.60	0.63	1.55	1.96	1.26	0.98	1.76	1.60	1.12	2.03	1.82	0.64	1.24	0.94	1.11	0.37	0.18	0.30	0.56	0.15	0.40	0.91	1.12	0.45	0.84	0.36	0.41	0.20	0.35	0.12	0.37	0.31
O53_4866_O53_4866	23.02	27.64	28.02	22.23	23.97	26.55	17.45	13.79	13.60	17.32	14.54	16.74	29.03	33.22	38.11	24.73	22.98	9.83	15.60	12.91	8.84	14.59	22.27	16.00	22.91	21.46	14.42	19.60	22.42	21.53	18.45	20.02	21.13	16.44	25.65	22.10
O53_1579_O53_1579	448.45	541.13	911.34	631.53	989.10	1042.62	456.89	501.17	536.45	472.20	401.16	444.32	1018.41	420.62	706.11	1619.57	1886.69	1693.70	1066.85	1351.17	1603.65	1497.31	1507.92	1152.80	672.72	690.46	856.01	863.54	951.74	758.61	348.26	388.89	1594.61	1421.14	1049.36	1061.75
O53_3334_O53_3334	91.39	98.75	117.57	103.57	143.49	148.38	311.45	229.38	115.47	93.62	160.68	195.61	123.34	83.51	93.34	222.96	142.83	117.62	116.78	112.34	116.09	142.79	130.57	135.90	146.20	120.94	181.46	203.18	196.89	155.39	241.32	332.16	223.17	220.79	201.16	263.05
O53_788_micE	7.87	7.86	11.10	10.39	19.25	18.19	5.58	6.00	7.61	4.75	6.68	6.56	26.92	23.07	26.35	21.81	12.34	27.81	7.74	9.22	4.25	5.47	7.14	4.44	3.47	3.80	3.77	3.00	4.42	4.60	2.16	1.06	6.50	3.44	9.03	8.53
O53_3831_O53_3831	4.49	9.47	13.59	13.78	18.24	32.50	4.01	3.09	3.18	1.54	3.81	3.46	17.20	14.87	26.44	13.50	3.92	11.72	3.41	3.62	1.17	2.89	4.51	2.55	2.59	3.04	3.20	0.60	2.00	1.80	1.85	0.79	2.46	1.48	5.33	4.27
O53_486_O53_486	12.91	8.92	12.20	4.50	13.36	13.15	20.65	20.64	10.42	6.51	11.14	11.71	8.07	1.28	8.65	8.82	3.62	15.71	3.41	5.90	1.00	4.45	6.08	3.87	8.32	7.50	1.81	3.39	8.09	19.04	17.43	0.00	8.06	7.03	3.76	20.23
O53_5221_O53_5221	25.07	41.82	47.35	25.83	40.21	60.33	41.18	48.90	46.75	67.54	62.95	65.21	33.77	22.32	52.17	49.96	63.77	137.27	12.46	19.60	28.74	19.50	33.11	34.04	16.52	21.77	40.91	35.34	25.88	31.83	20.59	18.46	28.73	25.25	59.89	80.20
O53_447_O53_447	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_544_O53_544	29.49	31.21	26.55	31.92	27.66	28.18	86.06	61.81	31.73	21.78	23.36	31.01	47.71	61.23	58.45	22.76	17.37	24.60	22.12	17.87	16.12	16.23	23.26	19.31	30.48	29.81	14.83	16.70	21.70	13.25	23.50	19.11	13.47	10.97	18.25	20.21
O53_2555_ymxG	53.19	55.27	49.97	54.96	83.66	76.67	48.33	45.27	45.48	43.04	58.85	63.98	132.28	80.56	141.34	125.67	85.89	130.28	70.12	69.97	50.11	66.21	79.74	60.25	63.60	58.69	65.31	55.00	83.81	65.70	60.74	48.50	73.69	59.09	111.41	102.29
O53_4288_O53_4288	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4991_O53_4991	0.74	0.42	0.64	0.26	1.14	1.53	1.41	0.90	1.64	0.41	1.51	1.43	2.40	3.40	3.06	0.40	2.09	7.14	0.76	0.00	0.70	0.00	0.36	0.34	0.09	0.00	0.00	0.00	0.61	0.90	0.00	0.00	0.08	0.20	0.78	0.95
O53_2764_O53_2764	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2506_O53_2506	3432.62	3220.87	2924.43	3327.45	4488.90	3529.96	6576.22	6674.01	6039.98	7100.96	7220.98	6295.61	3651.78	1734.57	2972.75	2661.09	2086.91	2097.96	3320.51	2302.72	5033.62	5566.51	3104.45	3206.20	3942.86	3759.14	3643.36	3867.33	4367.74	3849.69	3910.32	3646.95	3613.91	3504.90	2077.77	2184.14
O53_2667_argJ	60.14	66.32	49.53	51.74	53.02	40.51	9.83	15.49	11.31	9.07	8.24	7.24	45.69	22.66	20.32	66.96	19.22	26.12	40.01	53.60	47.06	62.66	55.25	57.73	54.20	59.41	68.27	56.99	32.12	30.20	41.64	44.40	44.36	57.02	24.15	35.74
O53_1979_O53_1979	12.45	19.31	7.95	6.18	11.50	10.95	30.05	18.62	56.58	9.39	55.33	55.41	54.89	12.87	44.78	14.40	20.50	4.42	3.88	25.13	11.40	11.48	29.09	8.87	1.59	10.37	0.00	0.00	11.50	14.12	0.00	0.00	7.99	10.39	33.13	22.02
O53_3502_O53_3502	0.00	16.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	47.79	0.00	0.00	0.00	0.00
O53_4464_O53_4464	2.94	2.65	3.85	3.02	6.07	6.76	4.87	3.93	7.77	4.47	8.18	8.74	12.32	4.85	6.25	14.08	9.65	14.35	2.65	2.24	3.19	2.40	4.03	2.26	1.97	1.74	1.25	1.28	2.90	1.70	2.74	1.36	3.75	2.38	5.13	4.31
O53_795_O53_795	14.61	23.06	27.18	28.04	84.12	21.95	30.26	18.12	10.84	8.93	10.84	13.75	54.30	62608.65	46327.97	177.34	29.54	18.37	834.01	934.25	11.49	18.41	8.54	12.06	21.04	15.54	21.09	22.10	41.14	35.21	4507.56	19623.29	63.33	23.80	28.51	22.72
O53_4971_O53_4971	34.24	42.49	70.08	57.15	106.12	95.27	84.90	91.70	135.96	123.19	103.72	111.65	136.26	78.35	140.17	194.58	141.57	191.07	41.93	65.46	45.15	44.55	38.27	36.67	14.75	11.38	23.91	42.21	30.58	24.71	2.87	4.60	55.94	25.65	94.76	90.97
O53_2461_O53_2461	84.38	86.34	88.17	84.50	70.41	56.95	372.47	375.32	88.21	90.73	30.18	29.24	108.42	45.92	53.35	55.24	44.19	26.34	48.14	58.84	56.57	75.14	93.30	83.87	122.98	116.49	110.73	109.01	138.97	114.59	286.43	227.94	119.62	145.58	87.40	109.03
O53_4136_O53_4136	91.41	92.60	76.14	71.92	68.00	52.76	58.44	51.14	36.34	42.59	32.20	35.75	73.64	27.73	28.50	49.99	29.11	38.70	72.03	63.00	49.29	54.17	81.14	55.85	108.10	102.99	72.14	72.64	113.34	84.85	135.38	113.12	74.69	94.69	45.99	52.96
O53_4764_O53_4764	3.95	3.93	1.97	7.52	6.88	8.98	1.86	2.62	4.55	2.50	3.14	3.16	28.67	14.24	17.14	15.79	16.46	18.72	6.41	10.26	7.88	3.15	11.25	6.05	5.73	5.08	2.94	4.18	4.11	3.80	3.51	4.71	9.81	8.52	8.97	7.71
O53_3755_O53_3755	1.66	1.26	2.01	3.18	3.61	2.87	4.16	6.01	4.34	3.79	2.91	3.28	8.06	4.55	6.22	16.79	13.85	9.82	3.06	4.31	4.50	5.65	2.87	3.87	2.51	1.96	6.12	5.97	1.90	1.54	0.08	0.00	1.81	2.46	9.01	6.63
O53_1954_O53_1954	37.00	35.76	37.14	34.66	42.38	43.97	32.50	26.82	32.05	30.85	29.61	27.24	47.11	29.23	46.06	37.36	34.57	42.46	27.19	23.87	20.94	24.61	27.76	20.52	25.50	27.65	29.79	35.01	25.93	21.40	32.07	25.39	23.91	20.25	30.40	30.35
O53_3076_O53_3076	0.13	0.35	0.44	0.09	0.80	0.77	1.06	1.09	0.96	0.65	1.34	1.98	1.20	1.97	3.44	1.40	0.92	1.28	0.29	0.09	0.08	0.35	0.16	0.29	0.07	0.00	0.10	0.13	0.29	0.08	0.00	0.00	0.51	0.10	0.77	0.51
O53_3739_O53_3739	7.41	0.00	0.00	0.00	3.72	3.96	4.00	1.40	5.02	0.00	3.71	0.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.80	0.00	0.00	0.00
O53_290_O53_290	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2139_O53_2139	42.10	51.84	47.83	40.41	64.05	58.98	81.60	71.79	66.47	57.59	79.08	79.64	72.75	68.79	106.94	91.49	57.95	55.43	41.53	52.68	51.27	55.15	53.89	52.46	51.00	51.65	47.93	61.10	60.17	45.21	36.96	39.33	50.27	33.29	76.97	80.79
O53_3623_O53_3623	9.01	8.05	1.91	1.84	5.93	5.28	0.00	10.10	7.22	6.56	9.66	13.69	9.88	22.54	31.53	12.49	0.00	5.64	5.90	0.00	0.68	0.76	6.50	8.02	4.61	4.04	3.72	0.00	0.78	0.66	1.12	8.19	5.67	0.69	4.58	11.03
O53_324_O53_324	25.61	41.15	26.81	24.86	34.69	27.65	21.63	17.26	13.99	7.83	12.71	20.24	17.25	5.48	14.52	4.29	9.98	4.45	3.20	3.45	4.73	2.80	7.74	4.24	8.84	10.03	3.98	2.57	1.55	5.32	4.87	10.85	3.92	2.51	3.58	4.02
O53_4019_O53_4019	97.22	70.57	87.63	86.83	89.62	103.13	255.23	243.22	181.95	162.04	106.84	115.01	193.17	88.43	125.98	154.46	146.43	121.89	79.15	63.87	75.60	67.38	84.65	60.97	67.48	71.41	75.13	73.29	99.96	69.27	103.42	80.54	67.89	70.07	131.90	84.28
O53_3244_O53_3244	3.83	2.59	3.77	3.67	5.45	6.47	5.53	5.47	6.91	5.59	9.47	8.45	9.73	8.49	17.36	12.27	11.21	6.68	6.93	10.87	7.44	6.69	5.23	8.69	3.88	3.69	4.46	2.52	4.14	4.38	0.45	0.18	3.11	2.10	17.79	14.81
O53_4163_O53_4163	13.09	8.25	9.56	12.38	9.28	8.20	14.42	13.93	8.97	11.76	9.87	8.28	7.87	7.53	8.63	7.48	4.00	4.30	5.45	2.54	2.59	4.08	5.32	7.30	6.76	5.50	5.23	6.92	7.17	4.57	4.29	3.04	5.42	4.50	4.14	4.68
O53_3901_O53_3901	2.14	3.45	4.89	3.19	4.16	6.93	9.25	12.74	16.06	8.78	16.94	15.88	10.76	7.17	13.28	13.78	5.63	13.53	4.26	6.06	4.59	5.48	3.76	4.90	2.45	5.04	2.44	4.97	4.30	3.80	0.59	0.00	2.99	0.72	5.03	4.81
