"","mT19_11.3.1","mT19_11.3.2","mT19_11.3.3","mT19_12.4.1","mT19_12.4.2","mT19_12.4.3","mT19_6.15.1","mT19_6.15.2","mT19_6.15.3","mT19_7.23.1","mT19_7.23.2","mT19_7.23.3","mT19_9.10.1","mT19_9.10.2","mT19_9.10.3","mT19_9.29.1","mT19_9.29.2","mT19_9.29.3"
"O53_5111_O53_5111",6.1,4.36,4.99,7.85,2.63,5.11,34.18,33.26,15.25,3.13,9.94,23.12,43.11,12.76,44.96,15.05,22.21,23.02
"O53_3574_O53_3574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_723_pstB-2",50.47,41.37,60.27,82.55,44.32,64.64,59.31,58.89,35.63,24.47,17.03,23.87,26.3,16.3,18.54,15.87,27.76,26.46
"O53_2408_O53_2408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3761_O53_3761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_968_O53_968",58.4,30.97,21.56,21.01,13.93,12.8,9.09,8.27,4.73,17.91,7.74,9.93,12.53,8.26,13.18,4.3,15.49,14.77
"O53_4174_folE",774.62,574.19,610.5,1302.78,1006.13,1320.19,789.69,564.06,392.72,529.48,564.16,416.19,511.06,531.71,561.19,645.38,590.43,721.17
"O53_3296_O53_3296",69.74,36.07,56.65,75.35,72.9,102.38,61.51,47.66,54.34,68.4,103.8,121,107.33,56.73,73.78,44.08,52.44,146.8
"O53_2407_O53_2407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2877_opcA",173.79,181.5,279.29,273.89,185.54,272.75,182.08,222.37,559.73,210.29,233.11,289.46,346.65,255.35,468.1,405.17,294.83,432.22
"O53_3183_O53_3183",9.79,7.3,15.08,21.88,21.33,34.03,14.91,23.72,12.11,10.67,4.66,13.83,19.66,9.64,12.2,1.94,17.52,20.84
"O53_3001_O53_3001",5.72,7.69,15.9,14.6,16.57,20.4,22.17,25.18,20.41,7.55,4.44,5.83,2.67,5.48,5.18,3.26,4.94,15.01
"O53_4438_O53_4438",0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2190_lipB",14.02,10.82,13.85,16.19,15.04,19.03,8.62,15.4,13.52,6.17,7.1,6.7,13.03,7.63,9.91,15.2,10.29,17.41
"O53_665_O53_665",10.3,7.62,9.34,13.2,15.34,17.33,7.77,6.67,6.44,3.16,3.03,3.57,2.73,3.56,5.85,2.59,1.77,3.92
"O53_3836_O53_3836",15.57,12.97,19.04,28.68,19.25,23.46,18.61,19.37,19.49,4.88,5.53,9.23,8.11,5.82,10.41,3.99,8.64,12.81
"O53_2397_acrF",228.74,182.54,250.42,159.46,108.57,113.52,150.45,219.36,345.06,141.84,144.47,199.56,260.74,189.21,227.56,224.65,280.81,264.35
"O53_3119_recJ",16.65,18.28,22.32,66.93,39.12,44.74,24.1,28.09,14.97,12.71,10.6,16.27,17.35,18.59,19.98,15.12,10.69,19.47
"O53_2611_O53_2611",1.47,0.33,1.86,1.22,0.65,0.7,3,3.36,0.43,0.37,0.1,0.52,0.7,0,0.11,0.2,0.85,0.87
"O53_1380_O53_1380",53.29,51.45,56.8,86.74,40.1,29.34,167.34,153.87,57.64,98.35,116.18,123.23,116.15,89.78,172.09,76.39,81.6,55.72
"O53_4411_O53_4411",67.24,52.4,54.19,86.6,45.19,28.24,94.39,81.81,56.51,76.95,46.37,76.73,73.31,69.68,67.54,80.67,43.91,50.18
"O53_772_cpcA",28.91,45.81,52.67,18.31,5.12,3.38,6.44,10.24,0.49,13.57,14.29,20.52,17.66,30.61,12.52,13.12,13.39,9.92
"O53_1458_O53_1458",155.1,201.41,170,180.37,296.22,416.61,509.65,527.59,461.16,101.57,229.89,99.39,76.54,176.12,146.69,62.42,198.67,543.8
"O53_1504_O53_1504",1.76,3.55,5.13,4.94,4.17,6.1,7.58,13.94,12.66,0.98,3.53,3.49,1.34,2.18,2.82,0.16,2.36,6.27
"O53_2034_metH",101.27,86.71,103.46,69.46,62.9,79.9,116.53,116.48,120.02,56.11,50.2,59.5,81.97,61.14,113.85,80.75,62.11,56.14
"O53_439_secY",1194.53,1783.82,1365.98,2253.52,1356.69,1418.46,1359.33,1370.04,354.33,1965.18,1248.75,975.12,1631.94,1488.24,989.57,2323.03,1512.57,822.73
"O53_3536_O53_3536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.41
"O53_4099_O53_4099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4874_O53_4874",48.02,41.19,75.76,149.69,133.1,107.64,65.17,115.09,115.05,171.23,93.41,118.09,83.88,84.49,114.37,38.72,76.92,110.47
"O53_397_O53_397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_1740_ubiX",14.28,14.99,25.78,36.06,27.05,26.73,25.42,27.88,19.99,16.65,19.34,25.8,23.85,38.37,14.38,25.55,25.3,36.92
"O53_2099_O53_2099",215.35,137.8,120.33,459.94,311.38,278.37,118.99,60.35,101.39,107.27,86.98,86.91,99.46,123.34,138.22,134.06,85.49,65.97
"O53_542_acsA",184.65,257.17,277.2,161.94,124.59,130.78,184.72,204.24,257.36,184.14,223.62,193.21,164.18,165.62,142.49,149.47,173.17,272.54
"O53_2048_O53_2048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2987_O53_2987",76.19,79.24,189.42,216.4,203.71,245.38,297.96,356.49,571.51,411.25,550.94,239.9,20.46,176.77,116.44,0,41.99,345.68
"O53_4743_O53_4743",39.62,24.81,28.91,67.8,42.65,34.92,47.55,39.22,47.29,38.46,41.2,45.71,52.66,45.44,69.03,48.87,39.88,39.06
"O53_240_O53_240",5.36,0,11.69,4.22,0,12.13,20.01,8.94,0,0,23.83,26.19,8.4,0,28.79,32.07,0,33.82
"O53_364_insB-1",0.54,0.49,0.27,0.2,0.58,0.99,1.1,0.73,0.74,0.32,0.04,0,0.11,0.21,0,0.05,0.08,0.3
"O53_1281_O53_1281",0.84,2.04,1.02,14.94,4.89,4.94,8.94,7.45,4.17,7.03,9.59,7.84,3.2,9.14,5.15,3.97,9.13,4.45
"O53_5106_O53_5106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2636_psbF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3651_O53_3651",4.14,0,3.97,7.7,1.09,19.93,13.19,13.4,0,6.84,0.76,2.04,3.75,3.72,0,0.92,0,1.31
"O53_3533_O53_3533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_5181_O53_5181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3552_arsH",25.19,30.31,48.01,93.08,101.77,60.52,51.16,85.07,151.87,58.85,122.47,85.42,50.33,54.59,55.69,36.48,45.88,112.48
"O53_4401_O53_4401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_1431_O53_1431",124.92,118.88,125.54,159.05,98.2,60.58,113.24,126.6,100.8,56.19,60.97,66.64,99.02,74.52,80.49,71.73,75.85,96.77
"O53_1668_O53_1668",0,0,0,0,0.5,0,3.48,10.69,0,0.86,2.61,0,0,1.15,0.32,0,0,0
"O53_2019_O53_2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_5_O53_5",1.44,2.04,5.44,3.72,5.22,4.33,15.11,10.48,8.52,7.88,8.33,7.41,3.74,4.39,4.21,2.33,4.53,12.09
"O53_2290_O53_2290",0.48,0.23,0.44,0.72,0.67,1.36,0.73,1.84,2.09,0.18,0.05,0.29,0,0.63,0.29,0,0,0.52
"O53_4196_O53_4196",147.36,71.92,110.19,224.34,225.16,154.94,233.81,257.56,211.85,260.43,314.05,309.31,276.45,269.97,327.8,185.33,209.78,262.51
"O53_4658_O53_4658",4.39,3.25,5.12,17.97,14.6,20.98,12.63,13.27,9.12,7.54,5.86,3.19,6.14,6.19,7.88,5.62,5.71,10.53
"O53_4909_O53_4909",214.07,124.95,204.13,45.78,47.55,42.44,332.24,190.48,162.16,686.38,4286.12,984.2,1401.78,809.31,617.21,545.12,464.59,219.92
"O53_3822_O53_3822",2.37,0.33,3.91,1.04,1.09,1.83,3.63,2.32,0.98,0.13,0,0.35,0.09,0.26,0.54,0.98,0,0.54
"O53_1569_O53_1569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_1204_O53_1204",81.15,64.5,56.77,128.22,99.26,72.71,57.21,46.7,58.04,40.47,65.55,52.54,61.89,50.6,92.92,65.35,44.11,44.65
"O53_4728_O53_4728",9.51,10.06,12.89,28.6,16.54,25.72,35.16,42.83,18.84,8.57,8.74,8.45,9.89,4.77,11.8,4.73,6.33,14.5
"O53_5248_msbA",50.88,35.71,36.95,44.21,45.2,42.88,25.61,22.9,10.78,17.31,10.29,13.3,27.41,11.97,13.72,8.74,11.72,12.46
"O53_2976_O53_2976",47.32,32.27,43.87,62.14,50.7,61.5,95.27,107.94,52.24,19.76,20.47,26.64,26.35,38.81,35.34,30.65,35.4,48.4
"O53_1064_O53_1064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_919_glnH/glnP",45.75,29.02,39.48,52.46,35.69,38.25,11.98,24.5,186.2,11.71,22.2,45.39,20.73,19.49,73.63,27.21,43.34,36.79
"O53_3912_O53_3912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_807_ppa",1686.23,1914.68,1602.06,874.31,766.36,588.29,1647.79,1644.13,958.7,2619.92,2170.23,1694.54,1791.13,1363.45,1035.2,1173.16,1426.43,1431.37
"O53_3019_O53_3019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4334_recQ",4.75,3.08,5.17,6.71,5.37,5.72,6.4,9.19,9.7,2.74,2.41,6.8,5.98,6.71,5.96,3.61,5.4,5.12
"O53_1546_O53_1546",2.99,3.18,10.33,3.73,1.43,10.37,13.31,13.63,9.69,29.71,16.43,11.38,27.7,44.75,29.56,18.84,17.92,27.52
"O53_333_O53_333",198.14,316.29,548.03,212.83,405.95,488.96,1209.21,1864.89,1534.93,826.71,1090.58,863.62,184.49,537.97,430.53,167.8,598.25,2257.99
"O53_434_O53_434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_714_O53_714",24.62,13.98,19.23,9.83,11.73,7.47,36.14,30.32,15.37,79.77,110.19,117.72,58.44,61.87,84.92,125.04,75.31,40.24
"O53_953_O53_953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3689_cya1",73.9,66.52,88.82,166.96,162.28,314.58,227.72,243.59,151.62,95.09,91.58,90.89,123.1,91.6,119.93,81.78,124.81,185.1
"O53_3599_O53_3599",23.92,15.32,46.22,36.86,21.89,1.72,13.81,0,39.32,0.83,16.59,0,23.25,29.92,4.62,30.15,5.1,0
"O53_1907_O53_1907",0,0,0,0,0.61,0.27,0,0.51,0,0,0,0,1.07,2.18,0,0,0,0
"O53_3962_O53_3962",122.19,104.86,124.6,383.86,208.43,213.18,285.6,221.1,185.29,157.9,160.26,179.47,136.31,139.26,153.12,119.98,110.36,274.28
"O53_1518_O53_1518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4316_O53_4316",19.27,19.27,27.61,32.82,13.69,14.4,18.34,32.39,33.61,31.51,17.75,23.95,26.37,25.07,32.95,8.21,24.67,32.6
"O53_3295_O53_3295",6388.45,5302.32,4567.21,16785.93,13861.13,16926.77,3923.3,2647.21,4537.68,2543.22,3427.68,2873.47,2645.92,3050.43,3585.55,4113.68,3848.17,3544.65
"O53_1004_O53_1004",104.52,99.91,138.13,240.55,91.83,263.23,325.16,452.21,441.75,111.98,96.77,139.18,127.91,64.85,122.31,60.07,87.18,101.2
"O53_3418_aplA",66.21,96.95,201.46,196.3,198.99,376.66,125.15,119.64,206.38,110.15,76.43,80.17,78.61,68.16,71.22,39.74,22.61,74.66
"O53_883_O53_883",0,0,0,0,29.26,16.65,3.73,3.2,0,0,0,0,0,0,0,0,6.47,0
"O53_5121_murE",75.94,69.63,86.85,58.12,38.03,39.7,63.34,56.71,115.66,64.86,79.74,86.12,103.83,94.62,110.38,96.44,68.83,79.3
"O53_1214_hoxEF",66,98.27,174.73,213.43,145.14,235.36,53.49,84.77,502.74,36.85,54.26,125.85,70.31,79.52,131.25,58.51,100.57,363.24
"O53_5320_kdpD",20.15,20.22,20.14,35.22,18.11,18.42,14.98,19.82,9.96,11.65,16.17,19.96,19.25,18.67,19.74,15.97,18.44,15.55
"O53_169_O53_169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4366_O53_4366",0,0,0,0,0,0,48.31,313.85,0,0,0,0,0,0,310.01,0,39.66,101.25
"O53_2681_O53_2681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2878_O53_2878",0.12,0,0.42,0,0,0.53,0.29,0.65,0,0,0,0,0,0,0.72,0,0,0.54
"O53_1323_O53_1323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2626_O53_2626",12.93,36.46,95.11,13.94,13.52,27.19,75.27,96.49,52.2,10.29,4.65,7.74,22.09,3.95,13.04,5.6,9.06,22.88
"O53_4027_O53_4027",16.11,15.24,17.26,29.49,33.46,27.58,41.12,45.19,29.48,30.42,29.34,40.87,32.75,27.36,47.01,26.59,31.98,33.56
"O53_1732_rplC",1662.75,1417.65,2048.45,623.95,528.19,791.97,2759.61,2899.24,639.93,2862.23,3091.34,3633.78,5649.3,4206.8,1732.3,1927.24,2604.48,3305.42
"O53_501_O53_501",0,2.2,3.53,0,0,0,2.99,1.49,0,0,0,1.17,0.54,0,0,0,0,0
"O53_2085_O53_2085",1250.63,1324.74,1136.34,2584.42,2607.91,2331.53,562.18,525.52,1143.92,725.35,713.35,704.72,831.19,750.93,637.25,689.18,879.23,937.22
"O53_378_O53_378",48.57,27.62,48.3,11.12,6.89,16.45,18.49,12.1,8.07,11.04,8.33,11.89,23.94,10.03,29.11,14.04,10.87,21.43
"O53_4949_O53_4949",0.39,1.16,1.43,1.36,0.72,1.44,3.01,3.09,2.74,0.84,0.35,1.37,0.3,0.83,0.62,0,0.06,1.39
"O53_2379_O53_2379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4003_ispE",55.8,57.02,57.69,93.84,78.22,99.57,64.74,87.08,77.07,46.35,46.5,50.3,47.86,47.85,35.13,31.58,41.45,61.53
"O53_5341_O53_5341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4009_O53_4009",38.29,21.19,14.72,16.67,5.68,4.95,12.51,7.96,6.88,14.7,5.97,15.4,22.63,25.75,30.38,22.71,21.22,11.45
"O53_4325_O53_4325",60.87,37.59,47.15,36.64,23,19.78,49.57,41.58,48.78,48.52,32.33,54.61,62.95,39.46,64.85,78.72,48.07,32.98
"O53_4891_trpG",425.65,397.53,361.21,556.58,376.84,338.55,265.67,259.85,265.78,288.65,286.36,338.14,431.05,344.38,346.21,400.73,355.06,322.54
"O53_1589_mdnE",33.78,17.21,28.43,24.77,18,22.96,25.8,28.49,24.37,9.9,6.71,8.03,10.16,10.87,14.9,4.74,6.63,9.87
"O53_1816_rpmG",641.85,309.56,678.61,221.76,202.79,158.07,824.52,569.51,108.53,116.73,238.01,228.93,695.28,148.74,296.49,287.52,270.68,158.66
"O53_3378_O53_3378",118.29,181.08,162.82,150.74,110.35,117.06,235.1,171.42,128.38,531.21,599.75,605.66,323.48,144.5,193.7,163.59,164.27,175.92
"O53_886_tubC",7.5,5.89,11.27,2.37,3.89,3.65,12.49,7.89,11.53,10.37,3.17,5.3,4.3,2.55,2.96,2.8,4,5.22
"O53_2637_O53_2637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3818_O53_3818",0,0,0,0,0,0,0,0,0,0,0,0,5.65,0,0,0,0,0
"O53_2255_O53_2255",62.32,43.84,95.43,74.78,79.49,96.68,86.8,106.41,101.77,30.1,44.38,47.8,70.58,41.78,45,40.1,40.38,88.03
"O53_137_O53_137",45.1,26.93,8.23,9.66,0,14.01,13.54,0,0,0,2.74,7.52,17.66,34,7.03,13.01,6.82,10.55
"O53_5110_O53_5110",7.47,5.37,8.98,7.54,5.25,8.21,8.74,8.06,5.54,1.67,5,6.81,6.64,7.42,4.34,2.58,3.62,8.53
"O53_5349_pdxH",70.13,69.41,82.73,48.76,36.32,23.45,57.41,67.73,64.22,84.8,106.03,98.19,111.81,126.05,106.3,104.88,85.99,79.98
"O53_3951_O53_3951",34.36,12.97,17.95,3.28,5.49,2.95,11.14,8.78,4.09,28.26,27.86,45.41,56.02,32.55,70.33,34.57,36.63,16.53
"O53_306_rpmB",562.51,524.16,467.54,980.86,755.02,715.31,608.12,500.57,222.51,446.73,352.44,296.6,535.39,458.83,335.21,313.79,279.95,371.2
"O53_1874_O53_1874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2354_O53_2354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_708_O53_708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3671_nadB",64.1,76.82,103.47,303.65,286.23,303.3,102.78,201.9,173.96,90.03,81.41,87.69,76.72,77.8,94.57,69.61,95.67,172.36
"O53_4853_O53_4853",198.68,211.34,212.17,207.04,103.12,54.79,80.41,115.05,107.78,134.26,88.81,115.44,212.16,178.92,166.14,190.25,143.1,78.44
"O53_191_O53_191",565.97,621.14,1124.9,78.84,49.9,28.59,227.09,111.33,123.43,77.64,69.94,151.03,387.85,287.64,105.59,475.17,245.78,244.66
"O53_2586_O53_2586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3589_O53_3589",511.37,525.74,752.01,362.22,369.4,502.54,497.61,905.25,1432.5,594.77,667.19,696.91,463.12,633.91,544.49,464.95,872.77,1446.76
"O53_2607_bztC",22.46,23.3,24.5,69.36,39.14,42.41,13.73,23.2,40.8,18.42,15.56,17.9,20.69,20.25,34.83,27.9,21.86,16.5
"O53_5103_O53_5103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3933_O53_3933",0.48,0.15,0.13,0.31,0.52,0.52,0.68,0.63,1.22,0.11,0.23,0.79,0.96,0.53,2.15,0.93,0,0
"O53_61_miaB",81,111.95,132.72,286.74,254.53,292.32,187.97,203.86,197.36,133.71,147.56,127.57,125.31,133.83,133.96,92.61,97.65,196.06
"O53_8_proA-2",64.99,71.42,86.89,98.44,71.78,79.72,97.77,119.71,152,69.15,66.72,68.2,72.18,74.64,101.04,63.39,64.33,128.91
"O53_571_lgt",274.43,271.06,256.9,224.64,136.73,136.82,218.19,217.76,272.88,286.83,252.94,269.7,322.38,268.53,329.88,323.35,222.81,219.9
"O53_2776_O53_2776",12.17,8.18,10.83,28.19,21.54,24.25,12.01,15.95,11.46,18.28,27.09,29.53,21.94,24.34,15.51,10.17,7.21,10.05
"O53_4759_O53_4759",7250.01,6333.53,4734.84,18556.91,23864.56,16044.43,4399.21,3587.79,8761.26,4301.79,4822.36,5787.53,6015.14,5286.19,6310.9,5437.55,4520.94,6315.49
"O53_812_O53_812",145.19,84.3,133.05,317.71,266.05,344.59,164.57,161.98,183.39,143.48,135.36,236.87,262.7,171.52,285.06,147.93,134.82,155.55
"O53_5358_yciH",55.98,44.99,46.04,94.47,61.01,56.44,52.33,30.65,47.09,21.53,17.07,36.02,51.95,40.99,52.66,36.43,33.59,22.38
"O53_1553_O53_1553",98.67,62.35,66.37,143.44,78.1,78.54,84.28,74.97,53.58,53.3,51.65,64.38,84.3,63.49,59.85,67.89,58.06,75.8
"O53_1904_O53_1904",44.54,51.54,50.43,123.04,115.23,63.04,25.49,81.53,95.66,6.31,86.86,67.85,71.38,21.01,17.81,15.8,98.87,36.86
"O53_1257_kaiB-3",41.17,22.58,28.25,41.88,22.83,10.41,38.29,38.33,13.7,27.37,27.14,43.09,62.59,48.71,56.84,39.64,28.33,22.62
"O53_4496_O53_4496",311.69,257.98,138.73,849,115.16,6.93,48.64,2.02,0,170.22,82.15,179.2,235.87,137.52,204.58,216.79,80.31,24.26
"O53_2027_O53_2027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_3507_O53_3507",36.33,10.62,20.34,44.81,14.39,10.75,16.6,24.51,23.93,17.26,19.96,22.74,27.3,22.5,54.87,17.68,24.03,45.45
"O53_372_O53_372",0,0,0,0,0,2.71,1.33,0,0,0,0,0,0,0,0,0,0,0
"O53_1623_murI",235.38,246.27,255.7,87.29,71.65,61.17,113.17,146.51,146.17,85.36,114.13,157.21,220.34,159.94,186.67,197.79,170.89,129.34
"O53_1052_O53_1052",208.37,183.69,162.09,387.89,264.01,245.86,151.99,226.46,175,146.48,154.25,221.36,306.69,287.39,334.18,239,216.25,181.83
"O53_4091_fdhF",40.14,43.84,52.37,108.17,73.5,75.88,68.44,71.6,94.37,53.38,62.11,54.75,62.49,57.32,86.9,53.77,53.76,65.82
"O53_4692_metF",173.06,161.05,188.7,149.9,167.12,169.44,160.74,170.52,247.95,128.33,93.55,113.11,168.31,128.62,178.99,119.49,109.36,117.07
"O53_1776_O53_1776",8.65,13.21,19.56,46.86,46.71,50.42,44.74,57.69,54.95,15.97,21.51,23.7,6.33,12.78,11.25,1.24,8.54,28.32
"O53_1674_O53_1674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_2055_O53_2055",0,0,5.84,4.02,0,17.79,9.65,22.34,0,0,0,0,0,0,0,0,0,0
"O53_3336_O53_3336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_283_O53_283",8.93,8.66,15.78,16.48,9.9,19.89,33.82,27.28,24.59,7.4,7.69,10.09,9.52,4.74,8.76,2.13,5.28,10.47
"O53_3916_yjgP",28.89,22.11,26.77,51.35,38.35,44.73,24.45,37.41,15.01,35.35,23.73,22.43,25.12,25.29,25.98,16.08,17.69,26.81
"O53_2871_O53_2871",61.38,72.85,78.47,94.24,87,95.12,51.91,72.83,68.92,41.78,34.08,49.81,48.15,40.24,55.75,38.27,42.23,56.11
"O53_1233_typA",1055.35,827.8,672.73,2372.84,1500.79,2096.23,1088.3,580.36,694.76,593.61,510.6,527.7,611.85,538.8,728.8,804.74,647.64,671.35
"O53_3974_O53_3974",5.66,14.88,27.64,26.98,24.6,26.89,44.44,70.79,72.32,9.92,12.7,9.31,2.98,3.08,14.15,0.68,26.05,79.08
"O53_2196_O53_2196",0,133.46,24.51,87.41,0,115.57,78,0,29.9,16.48,0,0,0,0,37.44,188.64,0,80.28
"O53_1990_O53_1990",0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,1.09,0.37,0,1.21
"O53_2934_O53_2934",0,0,0,0,2.1,0.49,1.83,3.65,3.85,4.16,0,1.34,0.87,0,1.91,0,0.66,0.63
"O53_3703_O53_3703",1.39,12.45,32.29,9.35,10.98,19.51,30.17,23.59,19.67,11.77,13.56,6.99,42.9,31.9,40.19,27.25,18.1,26.56
"O53_3278_pruA",220,206.1,223.19,518.72,232.81,261.76,210.3,220.23,146.42,244.73,242.82,246.36,321.73,276.55,288.67,266.08,239.2,250.42
"O53_2008_O53_2008",0,81.81,0,0,0,0,0,0,0,0,0,0,0,54.45,0,0,0,0
"O53_4323_O53_4323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_5218_O53_5218",100.19,80.28,81.26,225.26,184.37,270.01,59.68,56.84,43.31,31.21,29.81,29.82,45.73,52.86,49.89,45.17,29.85,29
"O53_4726_O53_4726",523.99,576.29,563.63,467.38,452.3,332.43,452.61,423.59,346.09,641.55,488.46,519.9,669.64,392.43,392.45,356.47,416.56,371.26
"O53_2083_O53_2083",0.37,0.06,0.54,1.95,2.24,3.9,3.66,3.52,0.54,0.09,0.31,0.15,0.21,0.06,0.23,0,0.03,0.57
"O53_1658_O53_1658",1.95,2.84,2.24,5.95,4.81,11.63,16.45,16.84,12.17,5.98,3.82,3.65,0,0,0,0,3.34,9.45
"O53_337_O53_337",0,0,0,0,0,91.55,121.02,17.8,0,0,0,0,70.7,0,0,0,0,146.38
"O53_1272_O53_1272",26.52,13.82,33.57,717.96,383.71,759.82,21.16,39.71,22.47,15.7,22.63,22.93,29.9,31.3,36.65,14.95,18.55,73.42
"O53_2188_O53_2188",0.37,0.61,2.92,0.44,1.97,2.23,4.86,6.43,7.32,2.88,0.52,0.38,0.78,0.86,1.02,0.13,0.71,5.66
"O53_2452_O53_2452",0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0
"O53_124_hypA-1",182.56,86.05,129.74,130.81,160.38,168.93,48.01,91.56,278.27,83.27,90.28,234.44,84.17,52.97,177.06,113.54,108.31,106.64
"O53_4432_O53_4432",2.86,6.87,9.03,26.33,25.71,30.89,21.48,30.99,22.35,2.83,4.28,3.98,3.46,4.66,2.76,0.94,7.19,25.44
"O53_2453_O53_2453",7.68,5.75,7.22,9.07,9.82,19.23,29.25,19.01,10.62,16.32,11.95,8.63,16.41,7.67,5.97,0.9,6.08,18.08
"O53_3370_O53_3370",0.32,0.13,1.82,1.01,1.37,2.14,5.31,5.09,0.65,0,2.71,0,0.76,1.56,0.51,0,2.34,3.18
"O53_4244_O53_4244",35.95,10.84,15.89,43.54,19.98,17.84,19.29,11.57,6.92,9.1,4.12,5.86,9.08,7.48,12.27,4.64,6.62,4.13
"O53_4572_O53_4572",21.72,2.54,6.73,16.35,7.34,27.67,21.63,31.83,6.81,0,5.74,0,8.63,12.19,2.09,11.22,6.11,26.12
"O53_4992_ndhD-1",2663.79,1634.03,1187.83,3480.56,3109.82,3681.59,1154.2,328.66,905.42,872.66,714.56,617.42,520.2,828.04,944.89,1091.77,846.72,739.09
"O53_3217_mtnD",437.61,478.72,629.36,643.42,383.89,301.06,610.45,656.14,596.47,490.11,456.48,434.76,448.32,444.23,595.09,549.75,491.75,661.36
"O53_3036_O53_3036",111.07,138.45,140.72,170.11,142.99,117.78,78.58,78.91,110.93,98.73,79.11,72.47,73.82,71.4,97.64,101.93,66.8,95.64
"O53_1576_O53_1576",274.4,375.69,572.49,87.65,68.4,77.13,850.48,1362.42,676.44,725.64,711.97,599.79,540.74,652.81,601.98,530.52,580.96,760.93
"O53_5038_O53_5038",21.67,16.18,47.65,48.53,37.99,59.07,55.24,56.31,56.91,12.54,23.34,12.21,11.77,18.56,21.63,6.07,9.7,12.94
"O53_4367_O53_4367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53_4969_O53_4969",0,0.29,9.45,23.65,19.3,25.42,25.72,61.23,38.27,43.37,58.31,18.6,5.6,9.57,11.04,0,10.52,15.97
"O53_3352_O53_3352",0.5,0.46,0.76,1.19,0.74,1.1,0.79,3.47,2.12,0,1.45,0.29,0.84,0.54,0,0,0.77,1.2
"O53_1216_rpsE",1238.34,1564.01,1510.06,847.61,540.68,701.65,1224.91,2162.32,377.84,2214.46,1953.09,1970.56,2888.78,2579.55,1047,1731.11,2413.9,1530.28
"O53_251_srpF",12,12.74,17.67,19.93,10.94,12.04,115.3,188.07,236.29,1547.7,1780.92,2302.8,1054.26,1188.41,384.09,98.21,334.55,354.04
"O53_393_pyrH",164.31,255.78,202.82,169.84,107.9,115.02,162.35,202.41,124.34,236.42,117.45,173.85,160.41,153.05,244.47,244.45,415.21,173.5
